النموذج	م	الجانب	الهدف	المعيار	اقل قيمة	اعلى قيمة	اسم المعيار في النموذج	درجة المعيار	الترتيب	حالة العرض	المستوى
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3312	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد المستفيدين من الأنشطة الاجتماعية والإنسانية	0	0	عدد المستفيدين من الأنشطة الاجتماعية والإنسانية	2	5	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3311	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد اللوحات التي تم تعليقها في الأماكن المناسبة لها	0	0	عدد اللوحات التي تم تعليقها في الأماكن المناسبة لها	2	6	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3310	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد البرشورات التي وزعت على الموظفين كلاً حسب طبيعة عمله	0	0	عدد البرشورات التي وزعت على الموظفين كلاً حسب طبيعة عمله	2	7	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3309	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد المواد الثقافية والمعرفية التي نشرها فريق المدونة في إطار الوحدة	0	0	عدد المواد الثقافية والمعرفية التي نشرها فريق المدونة في إطار الوحدة	2	8	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3324	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد الاجتماعات المنعقدة برئاسة مسئول الوحدة	0	0	عدد الاجتماعات المنعقدة برئاسة مسئول الوحدة	2	9	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3323	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد اللقاءات التي جمعت مسئول الوحدة بالإدارات أو بموظفي الوحدة	0	0	عدد اللقاءات التي جمعت مسئول الوحدة بالإدارات أو بموظفي الوحدة	2	10	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3322	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد مرات التفقد أو الزيارات التي قام بها المسئول الى الإدارات	0	0	عدد مرات التفقد أو الزيارات التي قام بها المسئول الى الإدارات	2	11	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3321	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد الاجتماعات المنعقدة على مستوى الإدارات	0	0	عدد الاجتماعات المنعقدة على مستوى الإدارات	2	12	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3320	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد التظلمات المرفوعة من موظفي الوحدة للمسئول المباشر حول حقوقهم	0	0	عدد التظلمات المرفوعة من موظفي الوحدة للمسئول المباشر حول حقوقهم	2	13	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3319	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	عدد الإشكاليات او الخلافات التي نشبت بين الموظفين	0	0	عدد الإشكاليات او الخلافات التي نشبت بين الموظفين	2	14	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3318	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	مستوى الرضى الوظيفي (الموظفين عن المسئول المياشر)	0	0	مستوى الرضى الوظيفي (الموظفين عن المسئول المياشر)	2	15	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3317	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	مستوى رضى المسئول المباشر عن الموظفين	0	0	مستوى رضى المسئول المباشر عن الموظفين	2	16	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3300	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	هل اقرت إجراءات تسهم في تطوير الأداء الوحدة	1	5	هل اقرت إجراءات تسهم في تطوير الأداء الوحدة	2	16	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3299	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	هل قدمت لكم مقترحات من قبل الموظفين تسهم في تطوير الأداء	1	5	هل قدمت لكم مقترحات من قبل الموظفين تسهم في تطوير الأداء	2	17	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3298	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	هل أطلق فريق المدونة برامج او أنشطة تسهم في تطوير الأداء	1	5	هل أطلق فريق المدونة برامج او أنشطة تسهم في تطوير الأداء	2	18	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3297	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	هل قدم لكم مقترحات بتضمين خطة الوحدة إجراءات تتعلق بالثواب والعقاب	1	5	هل قدم لكم مقترحات بتضمين خطة الوحدة إجراءات تتعلق بالثواب والعقاب	2	19	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3284	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	هل أنتم على اطلاع مستمر بما ينفذه فريق المدونة	1	5	هل أنتم على اطلاع مستمر بما ينفذه فريق المدونة	2	6	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3295	عامة	العلاقات الوظيفية بين الرؤساء والمرؤسين	هل عقدت اجتماعات برئاستكم لمناقشة تطبيق مدونة السلوك الوظيفي	1	5	هل عقدت اجتماعات برئاستكم لمناقشة تطبيق مدونة السلوك الوظيفي	2	7	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3286	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	هل نفذت أنشطة اجتماعية وإنسانية يستفيد منها موظفي الوحدة	1	5	هل نفذت أنشطة اجتماعية وإنسانية يستفيد منها موظفي الوحدة	2	4	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3285	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	هل قام الفريق بنشر مواد وبرشورات في الوحدة حول مضمون المدونة	1	5	هل قام الفريق بنشر مواد وبرشورات في الوحدة حول مضمون المدونة	2	5	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 2	3289	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	هل قام فريق المدونة بعرض برنامج عمله عليكم لإقراره	1	5	هل قام فريق المدونة بعرض برنامج عمله عليكم لإقراره	2	1	1	5
